Portfolio,Provenance Statement,Date,Signed,Period,(not entered),Artist,On View,Img_path,Markings,More Information,Inscribed,Dynasty,Classifications,Dimensions,Credit Line,Culture,Object number,Materials,Place of Origin,Department,Img_url,Title
,,,,,,,Not on view,images_china/asian_china2854.jpg,,,,Western Han period (206 BCE-9 CE),Metal Arts,Diam. 4 1/2 in x Diam. 11.4 cm,The Avery Brundage Collection,,B60B570,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/11991/preview,Mirror
,,,,,,,Not on view,images_china/asian_china2855.jpg,,,,Western Han period (206 BCE-9 CE),Metal Arts,Diam. 4 in,The Avery Brundage Collection,,B60B571,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/11992/preview,Mirror
,,approx. 400-200 BCE,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2856.jpg,,,,Western Han period (206 BCE-9 CE),Metal Arts,Diam. 4 1/2 in,The Avery Brundage Collection,,B60B572,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/11993/preview,Mirror
,,approx. 300-100 BCE,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2857.jpg,,,,Western Han period (206 BCE-9 CE),Metal Arts,Diam. 4 1/2 in,The Avery Brundage Collection,,B60B573,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/11994/preview,Mirror
,,,,,,,Not on view,images_china/asian_china2858.jpg,,,,Western Han period (206 BCE-9 CE),Metal Arts,Diam. 2 3/4 in,The Avery Brundage Collection,,B60B575,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/11996/preview,Mirror
,,,,,,,Not on view,images_china/asian_china2859.jpg,,,"Inscription. Around the central knob the nine characters alternated with round bosses read Great good luck, fortune, nobility; long life and blessing to generations after generations.",Eastern Han period (25-220),Metal Arts,H. 3/8 in x Diam. 8 1/4 in,The Avery Brundage Collection,,B60B597,Bronze,"Hubei province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12024/preview,"Mirror with Daoist deities, mythical beasts, and inscriptions"
,,prob. 100 BCE-100 CE,,,,,Not on view,images_china/asian_china2860.jpg,,,,Han dynasty (206 BCE-220 CE),Metal Arts,Diam. 10 1/2 in,The Avery Brundage Collection,,B60B606,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12037/preview,Mirror
,,approx. 500-400 BCE,,Spring and Autumn period (770-476 BCE) or Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2861.jpg,,,,,Metal Arts,H. 3 1/2 in x W. 2 1/2 in,The Avery Brundage Collection,,B60B625,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12053/preview,"Hinge, one of a pair"
,,approx. 500-400 BCE,,Spring and Autumn period (770-476 BCE) or Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2862.jpg,,,,,Metal Arts,H. 3 1/2 in x W. 2 1/2 in,The Avery Brundage Collection,,B60B626,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12054/preview,"Hinge, one of a pair"
,,,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2863.jpg,,,,,Metal Arts,H. 2 in x W. 1/2 in,The Avery Brundage Collection,,B60B691,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12150/preview,"Umbrella spoke finial, one of four"
,,,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2864.jpg,,,,,Metal Arts,H. 2 in x W. 1/2 in,The Avery Brundage Collection,,B60B692,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12151/preview,"Umbrella spoke finial, one of four"
,,,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2865.jpg,,,,,Metal Arts,H. 2 in x W. 1/2 in,The Avery Brundage Collection,,B60B693,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12152/preview,"Umbrella spoke finial, one of four"
,,,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2866.jpg,,,,,Metal Arts,5.2 cm x 11 cm,The Avery Brundage Collection,,B60B694,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12153/preview,Applique
,,,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2867.jpg,,,,Western Han period (206 BCE-9 CE),Sculpture,"H. 5 3/4 in x W. 4 in, H. 14.6 cm x W. 10.2 cm",The Avery Brundage Collection,,B60B783,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12301/preview,"Handle with animal mask, one of a pair"
,,,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2868.jpg,,,,Western Han period (206 BCE-9 CE),Sculpture,"H. 5 3/4 in x W. 4 in, H. 14.6 cm x W. 10.2 cm",The Avery Brundage Collection,,B60B784,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12302/preview,"Handle with animal mask, one of a pair"
,,,,,,,Not on view,images_china/asian_china2869.jpg,,,,Han dynasty (206 BCE-220 CE),Sculpture,"H. 1 in x W. 3 in, H. 2.5 in x W. 7.6 cm",The Avery Brundage Collection,,B60B791,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12310/preview,Reclining bear and snake
,,,,,,,Not on view,images_china/asian_china2870.jpg,,,,Western Han period (206 BCE-9 CE),Metal Arts,H. 4 in x W. 1.5 in,The Avery Brundage Collection,,B60B792,Bronze,"Changsha, Hunan province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12312/preview,Cylindrical box
,,,,,,,Not on view,images_china/asian_china2871.jpg,Yongzheng mark,,,"Qing dynasty (1644-1911), Reign of the Yongzheng emperor (1723-1735)",Ceramics,H. 2 1/4 in x Diam. 4 1/2 in,The Avery Brundage Collection,,B60P2335,Porcelain with enamels on coral red,"Jingdezhen, Jiangxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/18918/preview,Bowl
,,,,,,,Not on view,images_china/asian_china2872.jpg,"Kangxi mark, underglaze-blue six-character mark in two columns","Often seen on a scholar's table, pots of this shape were commonly used as water containers during the Qing dynasty. The globular body of this classical form was treated with a sharp, inwardly angled rim against which the scholar could wipe his brush, adjusting the amount of water on its point. The interior was left white, while the exterior carries an underglaze-copper red lotus scroll around the rim, and four lavish floral blossoms of peonies, chrysanthemums, lotuses, and foliage on the body, all symbols of prosperity. The motif is executed primarily in a dark red tone and is outlined with underglaze-blue touches. The heavy, hard body was typical of such imperial utensils of the period.",,"Qing dynasty (1644-1911), Reign of the Kangxi emperor (1662-1722)",Ceramics,"H. 3 in x Diam. 3 7/8 in, H. 7.6 cm x Diam. 9.8 cm",The Avery Brundage Collection,,B60P2346,Porcelain with underglaze decoration in red and blue,"Jiangxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/18937/preview,"Water-pot, one of a pair"
,,,,,,,Not on view,images_china/asian_china2873.jpg,,,,Han dynasty (206 BCE-220 CE),Metal Arts,H. 7 in x W. 5.5 in,The Avery Brundage Collection,,B60B924,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12468/preview,Vessel (li ding)
,,,,,,,Not on view,images_china/asian_china2874.jpg,,,,Western Han period (206 BCE-9 CE),Metal Arts,H. 14 1/2 in x W. 10 in x D. 5 in,The Avery Brundage Collection,,B60B943,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12517/preview,Vessel (hu)
,,,,,,,Not on view,images_china/asian_china2875.jpg,,,,Han dynasty (206 BCE-220 CE),Metal Arts,H. 2 in x W. 2 1/2 in,The Avery Brundage Collection,,B60B945,Gilt bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12519/preview,"Fitting, one of a pair"
,,206 BCE-9 CE,,Western Han period (206 BCE-9 CE),,,On view,images_china/asian_china2876.jpg,,"Bronzes and Ceramics, 200 BCE–600 BCE Traditional bronze ritual-vessel shapes continued to be made in ceramic, lacquer, and other materials long after the ceremonies for which they had originally been created fell out of vogue. Bronze found a niche as the medium of choice for lamps, incense burners, mirrors, and other objects to which it was uniquely suited.",,,Metal Arts,"H. 2 1/4 in x W. 1 1/2 in x D. 2 in, H. 5.7 cm x W. 3.8 cm x D. 5 cm",The Avery Brundage Collection,,B66B12,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/22655/preview,"Tubular fixture in the shape of a bear, one of a pair"
,,206 BCE-9 CE,,Western Han period (206 BCE-9 CE),,,On view,images_china/asian_china2877.jpg,,"Bronzes and Ceramics, 200 BCE–600 BCE Traditional bronze ritual-vessel shapes continued to be made in ceramic, lacquer, and other materials long after the ceremonies for which they had originally been created fell out of vogue. Bronze found a niche as the medium of choice for lamps, incense burners, mirrors, and other objects to which it was uniquely suited.",,,Metal Arts,"H. 2 3/8 in x W. 1 5/8 in x D. 2 in, H. 5.7 cm x W. 3.8 cm x D. 5 cm",The Avery Brundage Collection,,B66B13,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/22657/preview,"Tubular fixture in shape of a bear, one of a pair"
,,prob. 300-200 BCE,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2878.jpg,,,,Western Han period (206 BCE-9 CE),Metal Arts,H. 1/4 in x Diam. 4 1/8 in,The Avery Brundage Collection,,B66B19,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/22664/preview,Mirror
,,,,,,,Not on view,images_china/asian_china2879.jpg,,,,Western Han period (206 BCE-9 CE),Metal Arts,H. 1/4 in x Diam. 5 1/4 in,The Avery Brundage Collection,,B66B20,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/22665/preview,Mirror
,,300-221 BCE,,,,,Not on view,images_china/asian_china2880.jpg,,,,,Metal Arts,H. 2 3/4 in x W. 2 5/8 in,The Avery Brundage Collection,,B60B1073,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12877/preview,"Hub cap, one of a pair"
,,approx. 300-100 BCE,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2881.jpg,,,,Western Han period (206 BCE-9 CE),Metal Arts,H. 8 1/2 in x Diam. 5 1/2 in,The Avery Brundage Collection,,B60B1041,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12825/preview,"Coffin handle/mask, one of a pair"
,,approx. 300-100 BCE,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2882.jpg,,,,Western Han period (206 BCE-9 CE),Metal Arts,H. 8 1/2 in x Diam. 5 1/2 in,The Avery Brundage Collection,,B60B1042,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12826/preview,"Coffin handle/mask, one of a pair"
,,approx. 1368-1500,,,,,Not on view,images_china/asian_china2883.jpg,,"The bold brushwork and simple subject matter that characterized Yuan cizhou jars is modified here. A new design concept combined human figures, animals, and landscape elements densely on one piece in red, green, and brown. The interior was glazed entirely in brown. The sacred world is depicted in four panels on the exterior: a scholar reading a book accompanied by his boy-servant who holds a qin, two deer in a garden landscape, a gentleman fishing in a pond, and a pair of lions. The areas between the panels are filled with circular wavy patterns, and floral scrolls are used as borders which circle the jar above and below the illustrations. This piece shows the influence of Hebei cizhou craftsmanship.",,Ming dynasty (1368-1644),Ceramics,"H. 17 in x Diam. 16 7/8 in, H. 43.2 cm x Diam. 42.9 cm",The Avery Brundage Collection,,B60P103+,High-fired ceramic with overglaze polychrome decoration,"Hebei province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/16397/preview,Large jar with gentlemen
,,,,,,,Not on view,images_china/asian_china2884.jpg,,,,Yuan dynasty (1271-1368),Ceramics,H. 8 1/2 in x W. 7 1/2 in,The Avery Brundage Collection,,B60P36,High-fired ceramic with blue gray glaze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/16216/preview,Tripod incense burner
,,,,,,,Not on view,images_china/asian_china2885.jpg,,"As exports of longquan wares to the Near East expanded from the fourteenth century onward, dishes with an increased diameter for serving food in the Islamic tradition were increasingly in demand. Incised lines were simplified for a looser composition. The method of enclosing the main motif in a lobed margin on the base was employed by many kilns during the Jin-Yuan era. The secondary patterns of wavy lines on the sides were a new decorative theme (Zhejiang Light Industry Bureau 1989: 61, fig. 1). The large flat base of this straight-sided plate rests on a short footring.",,Yuan dynasty (1271-1368),Ceramics,"H. 5 3/8 in x Diam. 17 3/8 in, H. 13.7 cm x Diam. 44.2 cm",The Avery Brundage Collection,,B60P356,"High-fired ceramic with an incised flower sten enclosed within six lobed panels in the well, patterns on the sides, and green glaze","Zhejiang province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/16767/preview,Large plate with straight sides and flat well
