Title,Artist,Place of Origin,Date,Material,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL,Unnamed: 16,Medium,Museum
Poem in cursive script,Gao Jianfu (1878-1951),China,1930,,H x W (image): 80.7 x 24.8 cm (31 3/4 x 9 3/4 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images\image2937.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5595_10,,Hanging scroll; ink on paper,Smithsonian Institution
"Poem by Wang Wei (707 - 761), in running-cursive script","Lu Yanshao (China, 1909-1993)",China,1978,,H x W: 196.8 x 45.9 cm (77 1/2 x 18 1/16 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images\image2938.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5596_07,,Hanging scroll; ink on paper,Smithsonian Institution
Seal carved by Wang Zhuangwei for Wang Yachen,Wang Zhuangwei (1909-1998),China,1968,,H x W x D: 5.5 x 1.5 x 1.3 cm (2 3/16 x 9/16 x 1/2 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Tool and Equipment,,,,,All_images\image2939.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5920_01,,Soapstone,Smithsonian Institution
The Bronze Stove of the Qi'an Palace,Zhai Yunsheng (1776-1860),China,Early-mid 19th century,,H x W (image): 128.8 x 32.1 cm (50 11/16 x 12 5/8 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images\image2940.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-2070-11h,,Hanging scroll; ink on paper,Smithsonian Institution
Pendant in the form of a fish,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,,H x W x D: 9 x 3 x 0.5 cm (3 9/16 x 1 3/16 x 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2941.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.632_001,,Jade (nephrite),Smithsonian Institution
Stone gathered from the Yi River at Longmen,,"Longmen, China",,,H x W x D: 2.4 x 3.3 x 2.6 cm (15/16 x 1 5/16 x 1 in),Gift of Charles Lang Freer,,,Natural Material,,,,,All_images\image2942.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8009_19,,Stone,Smithsonian Institution
Seal carved for Wang Yachen,,China,20th century,,H x W x D: 3.9 x 2.1 x 2 cm (1 9/16 x 13/16 x 13/16 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Tool and Equipment,,,,,All_images\image2943.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5920_10,,Soapstone,Smithsonian Institution
Pendant in the form of a dragon,,China,475-221 BCE,,H x W x D: 2.3 x 3 x 0.6 cm (7/8 x 1 3/16 x 1/4 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2944.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.561_001,,Jade (nephrite),Smithsonian Institution
Yang Fei Playing with a Cat,"Zhang Daqian 張大千 (China, 1899-1983)",China,,,H x W: 177.8 × 85.1 cm (70 × 33 1/2 in),Gift of Frederick T. C. Yu and Alice S. F. Yu,,,Painting,,,,,All_images\image2945.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2022.14.1_001,,Ink on paper,Smithsonian Institution
"Poem by Wang Anshi, in running script",Wang Yachen (1894-1983),China,1965,,H x W: 120.5 x 57 cm (47 7/16 x 22 7/16 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Calligraphy,,,,,All_images\image2946.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5804_08,,Ink on paper,Smithsonian Institution
Sword guard with mask,,China,475 BCE-9 CE,,H x W x D: 1.9 x 5.3 x 2 cm (3/4 x 2 1/16 x 13/16 in),Gift of Arthur M. Sackler,,,Weapon and Armament,,,,,All_images\image2947.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.855_001,,Jade (nephrite),Smithsonian Institution
"Running script, after Xianyu Shu",Wang Yachen (1894-1983),China,20th century,,H x W: 213 x 41.3 cm (83 7/8 x 16 1/4 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Calligraphy,,,,,All_images\image2948.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5804_06,,Ink on paper,Smithsonian Institution
Garment hook with ribs,,China,475 BCE-9 CE,,H x W x D: 11.5 x 1.1 x 2.5 cm (4 1/2 x 7/16 x 15/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2949.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.688_001,,Jade (nephrite),Smithsonian Institution
Seal carved for Wang Yachen,,China,20th century,,H x W x D: 3.9 x 1.1 x 1.1 cm (1 9/16 x 7/16 x 7/16 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Tool and Equipment,,,,,All_images\image2950.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5921_10,,Soapstone,Smithsonian Institution
Seal carved by Tai Jingnong for Wang Yachen,Tai Jingnong (1902-1990),China,1974,,H x W x D: 6.5 x 2.2 x 2.2 cm (2 9/16 x 7/8 x 7/8 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Tool and Equipment,,,,,All_images\image2951.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5920_05,,Soapstone,Smithsonian Institution
"Fallen Flowers, Inquisitive Fish",Ma Yuanyu (1669-1722),China,early 18th century,,H x W: 240.8 x 78.8 cm (94 13/16 x 31 in),Purchase — funds provided by the Friends of Asian Arts,,,Painting,,,,,All_images\image2952.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8090_23,,Ink and color on silk,Smithsonian Institution
Bracelet,,"Lake Tai region, China",ca. 3000-1700 BCE,,H x Diam: 3 x 7.1 cm (1 3/16 x 2 3/4 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2953.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.927_001,,Jade (serpentine),Smithsonian Institution
Landscape with Sailboat in River,Gong Xian (ca. 1610-1689),China,17th century,,H x W (overall): 46.5 x 61.4 cm (18 5/16 x 24 3/16 in),Purchase — Smithsonian Unrestricted Trust Funds,,,Painting,,,,,All_images\image2954.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7336_45,,Ink and color on paper,Smithsonian Institution
Ox,,China,960-1279 or later,,H x W x D: 30.2 × 10 × 11.6 cm (11 7/8 × 3 15/16 × 4 9/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images\image2955.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7737_03,,Iron,Smithsonian Institution
Calligraphy in clerical script,Yi Da'an (1876-1941),China,,,H x W: 33.8 x 61 cm (13 5/16 x 24 in),Gift of Tong-Ching Chang in memory of her father Hui-Shu Chang,,,Calligraphy,,,,,All_images\image2956.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7438_50,,Ink and gold on paper,Smithsonian Institution
Flanged bracelet,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,,H x Diam (Overall): 1.1 × 8.7 cm (7/16 × 3 7/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2957.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.735_001,,Jade (nephrite),Smithsonian Institution
"Oracle bone, inscribed",,China,ca. 1600 - ca. 1050 BCE,,H x W x D: 4.8 × 2 × 0.2 cm (1 7/8 × 13/16 × 1/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Unclassified,,,,,All_images\image2958.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-29_1,,Bone,Smithsonian Institution
Axe with masks (taotie),,"Henan province, China",ca. 1100-1050 BCE,,H x W x D: 16.8 × 11.1 × 2 cm (6 5/8 × 4 3/8 × 13/16 in),Purchase — Charles Lang Freer Endowment,,,Weapon and Armament,,,,,All_images\image2959.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1934.10_001,,Bronze with meteoritic iron blade,Smithsonian Institution
Seal carved by Wang Ti for Wang Yachen,Wang Ti (1878-1960),China,20th century,,H x W x D: 3.6 x 2 x 1.3 cm (1 7/16 x 13/16 x 1/2 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Tool and Equipment,,,,,All_images\image2960.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5921_04,,Ivory,Smithsonian Institution
Lotus and egrets,Zhang Shanzi (1882-1940),China,early 20th century,,H x W (image): 129.6 x 39 cm (51 x 15 3/8 in),Anonymous gift in honor of Kent H. and Scott N. Redford,,,Painting,,,,,All_images\image2961.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7438_51,,Ink on paper,Smithsonian Institution
"Pendant in the form of a dragon with raised irregular curls, fragment",,China,475-221 BCE,,H x W x D: 3 x 7 x 0.4 cm (1 3/16 x 2 3/4 x 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2962.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.851_002,,Jade (nephrite),Smithsonian Institution
"Pendant with dragon heads and raised irregular curls, one of a pair",,China,475-221 BCE,,H x W x D: 2.4 x 6.2 x 0.3 cm (15/16 x 2 7/16 x 1/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2963.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.711_001,,Jade (nephrite),Smithsonian Institution
Pendant in the form of a bird,,"Anyang, Probably Henan province, China",ca. 1300-1050 BCE,,H x W x D: 3.5 x 3.4 x 0.6 cm (1 3/8 x 1 5/16 x 1/4 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2964.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.560_001,,Jade (nephrite),Smithsonian Institution
"Bone, decorated fragment",,China,ca. 1600 - ca. 1050 BCE,,H x W (overall): 3.3 x 2 cm (1 5/16 x 13/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Natural Material,,,,,All_images\image2965.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-39_1,,Bone,Smithsonian Institution
Figure of Budai,,China,ca. 17th-18th century,,H x W x D: 10.5 x 7.3 x 6.1 cm (4 1/8 x 2 7/8 x 2 3/8 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images\image2966.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5972_11,,Jade,Smithsonian Institution
"Poem by Shitao, in running script",Wang Yachen (1894-1983),China,1967,,H x W: 117 x 30.3 cm (46 1/16 x 11 15/16 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Calligraphy,,,,,All_images\image2967.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5804_09,,Ink on paper,Smithsonian Institution
Solitary Hermitage,Huang Binhong (1865-1955),China,1930-1935,,H x W (image): 55.7 x 37.1 cm (21 15/16 x 14 5/8 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images\image2968.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7332_31,,Ink on paper,Smithsonian Institution
Disk (bi 璧),,Northwest China,ca. 2500 BCE,,Diam x D: 13.1 × 0.6 cm (5 3/16 × 1/4 in),Gift of Arthur M. Sackler,,,Ceremonial Object,,,,,All_images\image2969.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.743_001,,Jade (nephrite),Smithsonian Institution
Sword scabbard chape with geometric decoration,,China,475 BCE-9 CE,,H x W x D: 3.4 x 5.8 x 1.1 cm (1 5/16 x 2 5/16 x 7/16 in),Gift of Arthur M. Sackler,,,Weapon and Armament,,,,,All_images\image2970.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.554_001,,Jade (nephrite),Smithsonian Institution
"Oracle bone, inscribed",,China,ca. 1600 - ca. 1050 BCE,,H x W x D: 4.5 × 4.2 × 1 cm (1 3/4 × 1 5/8 × 3/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Unclassified,,,,,All_images\image2971.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-28_1,,Bone,Smithsonian Institution
"Oracle bone, inscribed",,China,ca. 1600 - ca. 1050 BCE,,H x W x D: 4.3 × 2.7 × 1 cm (1 11/16 × 1 1/16 × 3/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Unclassified,,,,,All_images\image2972.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-27_1,,Bone,Smithsonian Institution
Five-lobed bowl with impressed decoration,,China,10th century,,H x W: 4.5 x 12.7 cm (1 3/4 x 5 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2973.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6623_11,,Stoneware with transparent colorless glaze,Smithsonian Institution
Two fragments of octagonal neck of probably bottle-shaped vase,,"Jingdezhen, Jiangxi province, China",14th century,,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2974.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-932,,Porcelain with cobalt pigment under clear glaze,Smithsonian Institution
Landscape after Wang Yu,"Lu Yanshao (China, 1909-1993)",China,1931,,H x W (image): 23.7 x 52 cm (9 5/16 x 20 1/2 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Painting,,,,,All_images\image2975.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7378_54,,Fan mounted as album leaf; ink on alum paper,Smithsonian Institution
Seal carved by Erying for Wang Yachen,Signed: Erying (active 1900-1983),China,1957,,H x W x D: 7.5 x 1.6 x 1.6 cm (2 15/16 x 5/8 x 5/8 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Tool and Equipment,,,,,All_images\image2976.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5920_13,,Soapstone,Smithsonian Institution
Pleasures of Fishing,,China,1368-1644,,H x W (image): 141.5 x 74 cm (55 11/16 x 29 1/8 in),"Transfer from the National Museum of Natural History, Smithsonian Institution",,,Painting,,,,,All_images\image2977.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7426_37,,Ink and color on silk,Smithsonian Institution
"Excerpts from Han Dynasty Stone Inscriptions, in clerical script","Zhang Daqian 張大千 (China, 1899-1983)",China,1926,,H x W (image): 23.5 x 51.1 cm (9 1/4 x 20 1/8 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images\image2978.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6102_02,,Folding fan mounted as album leaf; ink on paper,Smithsonian Institution
Couplet in running script,"Tang Yun (China, 1910-1993)",China,1985,,"H x W (image, each): 136.9 x 32.4 cm (53 7/8 x 12 3/4 in)",Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images\image2979.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5596_08,,Pair of hanging scrolls; ink on paper,Smithsonian Institution
Seal carved for Wang Yachen,,China,20th century,,H x W x D: 2.8 x 1.7 x 0.6 cm (1 1/8 x 11/16 x 1/4 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Tool and Equipment,,,,,All_images\image2980.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5921_11,,Jade (jadeite),Smithsonian Institution
Temple in the Hills and Distant Sails,"Zhang Daqian 張大千 (China, 1899-1983)",China,1926,,H x W (image): 23.4 x 51.2 cm (9 3/16 x 20 3/16 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images\image2981.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7425_49,,Ink and color on paper,Smithsonian Institution
Funerary replica (mingqi) of a bell,,China,ca. 400-221 BCE,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Musical Instrument,,,,,All_images\image2982.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-233_001,,Bronze,Smithsonian Institution
"Oracle bone, incribed",,China,ca. 1600 - ca. 1050 BCE,,H x W x D: 6.7 × 4.4 × 1 cm (2 5/8 × 1 3/4 × 3/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Unclassified,,,,,All_images\image2983.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-26_1,,Bone,Smithsonian Institution
"Poem by Wang Wei, in running script",Wang Yachen (1894-1983),China,1968,,H x W: 172.5 x 35.5 cm (67 15/16 x 14 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Calligraphy,,,,,All_images\image2984.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5804_05,,Ink on paper,Smithsonian Institution
Ritual vessel (gu) with dragons,,"Anyang, probably Henan province, China",ca. 1250-1200 BCE,,H x Diam: 24 × 14.9 cm (9 7/16 × 5 7/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images\image2985.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.312_001,,Bronze,Smithsonian Institution
Seal carved for Wang Yachen,,China,20th century,,H x W x D: 3.2 x 2.5 x 1.5 cm (1 1/4 x 1 x 9/16 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Tool and Equipment,,,,,All_images\image2986.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5920_11,,Soapstone,Smithsonian Institution
"Pendant in the form of a bird with incised linked curls, fragment",,"Jincun, probably Henan province, China",475-221 BCE,,H x W x D: 1.7 x 2.6 x 1 cm (11/16 x 1 x 3/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2987.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.733_001,,Jade (nephrite),Smithsonian Institution
"Vessel of type ting, with lid",,"Hebei province, China",770-221 BCE,,H x W: 19.8 x 19 cm (7 13/16 x 7 1/2 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2988.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7531_28,,Unglazed earthenware,Smithsonian Institution
Ornament (shi),,China,1st BCE- 1st CE,,H x W x D: 4.7 x 5 x 2.9 cm (1 7/8 x 1 15/16 x 1 1/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2989.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7418_43,,Bone,Smithsonian Institution
"Oracle bone, inscribed",,China,ca. 1600 - ca. 1050 BCE,,H x W x D: 3.7 × 2.4 × 0.7 cm (1 7/16 × 15/16 × 1/4 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Unclassified,,,,,All_images\image2990.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-33_1,,Bone,Smithsonian Institution
Pendant in the form of a dragon,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,,H x W x D: 2.1 x 4.6 x 0.5 cm (13/16 x 1 13/16 x 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2991.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.541_001,,Jade (nephrite),Smithsonian Institution
"Bone, decorated fragment",,China,ca. 1600 - ca. 1050 BCE,,H x W (overall): 4.2 x 2.4 cm (1 5/8 x 15/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Natural Material,,,,,All_images\image2992.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-37_1,,Bone,Smithsonian Institution
Mirror,,China,206 BCE-220 CE,,Diam x D: 22.8 x 2.1 cm (9 x 13/16 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images\image2993.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5995_03,,Bronze,Smithsonian Institution
Pendant in the form of a fish,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,,H x W x D: 2.5 x 5.9 x 0.5 cm (1 x 2 5/16 x 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2994.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.634_001-000001,,Jade (nephrite),Smithsonian Institution
Ceremonial Ax-Head,,"Shaanxi province, China",11th century BCE,,H x W x D: 18.5 x 18.5 x 7 cm (7 5/16 x 7 5/16 x 2 3/4 in),Purchase — Charles Lang Freer Endowment,,,Ceremonial Object,,,,,All_images\image2995.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-500a-b_1-000001,,Bronze,Smithsonian Institution
Seeking a Line of Poetry by a Spring Stream 春溪覓句圖,Shen Zhou 沈周 (1427-1509),China,ca. 1500,,H x W: 162 x 54.5 cm (63 3/4 x 21 7/16 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images\image2996.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6336_03,,Ink and color on satin,Smithsonian Institution
