Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
Seal of Xie Zhiliu (1910-1997): Libian,Fang Jiekan (1903-1987),China,,Bamboo,H x W x D (overall): 2.8 x 2.9 x 7.3 cm (1 1/8 x 1 1/8 x 2 7/8 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10514.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6041_10
Silk and wool rug. Four mats joined together,,China,1644-1911,Silk,H x W: 157.5 x 50 cm (62 x 19 11/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10515.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8546_07
Seal of Xie Zhiliu (1910-1997): Lixia sheng,Fang Jiekan (1903-1987),China,,Bamboo,H x W x D (overall): 3.6 x 3.1 x 5 cm (1 7/16 x 1 1/4 x 1 15/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10516.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6042_08
Textile,,China,19th century,Silk,H x W: 190 x 67 cm (74 13/16 x 26 3/8 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10517.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7868_18
"Rug, large silk",,China,1368-1644,Silk,H x W: 57.7 x 32.9 cm (22 11/16 x 12 15/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10518.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8173_06
Table,,China,19th century,Teak wood,H x W x D: 87.3 x 119.8 x 37.3 cm (34 3/8 x 47 3/16 x 14 11/16 in),Gift of Charles Lang Freer,,,Furniture and Furnishing,,,,,All_images1.0\image10519.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8535_32
"Brocade, silk",,China,19th century,Silk,H x W: 111 x 88.5 cm (43 11/16 x 34 13/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10520.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8543_17
Brocade altar cover,,China,19th century,Silk,H x W: 94 x 90 cm (37 x 35 7/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10521.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7868_17
Textile,,China,19th century,Silk,H x W: 105 x 52.5 cm (41 5/16 x 20 11/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10522.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7814_05
"Brocade, silk. An oblong hanging",,China,19th century,Silk,H x W: 216 x 143.5 cm (85 1/16 x 56 1/2 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10523.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8546_16
Woven (kesi) couplet,,China,18th century,Silk and metallic threads (kesi weave),H x W (each): 207.5 x 27 cm (81 11/16 x 10 5/8 in),Gift in honor of Elizabeth and William S. Weedon by Marion and Stanton P. Nolan,,,Costume and Textile,,,,,All_images1.0\image10524.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6821_10
Seal of Xie Zhiliu (1910-1997): Chishang,Fang Jiekan (1903-1987),China,,Bamboo,H x W x D (overall): 2.7 x 2.6 x 5.2 cm (1 1/16 x 1 x 2 1/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10525.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6042_02
Seal of Xie Zhiliu (1910-1997): Kuhuang,Fang Jiekan (1903-1987),China,,Bamboo,H x W x D (overall): 3 x 2.5 x 6 cm (1 3/16 x 1 x 2 3/8 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10526.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6042_10
"Brocade, silk",,China,1644-1911,Silk,H x W: 192.5 x 68.5 cm (75 13/16 x 26 15/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10527.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8543_16
Seal of Xie Zhiliu (1910-1997): Zhuangmu,Fang Jiekan (1903-1987),China,,Bamboo,H x W x D (overall): 3 x 2.6 x 5 cm (1 3/16 x 1 x 1 15/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10528.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6041_04
Textile,,China,19th century,Silk,H x W: 150 x 46 cm (59 1/16 x 18 1/8 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10529.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7868_20
Table,,China,19th century,Teakwood,H x W x D: 87.3 x 119.4 x 37.3 cm (34 3/8 x 47 x 14 11/16 in),Gift of Charles Lang Freer,,,Furniture and Furnishing,,,,,All_images1.0\image10530.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8535_33
Seal of Xie Zhiliu (1910-1997): Fengwan sheng,Fang Jiekan (1903-1987),China,,Bamboo,H x W x D (overall): 3.6 x 2.5 x 4.1 cm (1 7/16 x 1 x 1 5/8 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10531.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6042_06
Textile,,China,19th century,Silk,H x W: 150 x 30 cm (59 1/16 x 11 13/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10532.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7869_02
Mask (fragment),,China,206 BCE-220 CE,Bronze with gilding,H x W: 7 x 11.7 cm (2 3/4 x 4 5/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10533.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7700_12
Brocade panel,,China,18th century,Brocade (jin): woven silk and metal-wrapped threads,H x W: 168.5 x 52.5 cm (66 5/16 x 20 11/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10534.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7869_01
Carpet for a chair back,,China,1644-1911,Wool pile,H x W: 77 x 75 cm (30 5/16 x 29 1/2 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10535.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7905_06
Pedestal-stand,,China,19th century,Teak wood,H x W x D: 88 x 40.9 x 40.4 cm (34 5/8 x 16 1/8 x 15 7/8 in),Gift of Charles Lang Freer,,,Furniture and Furnishing,,,,,All_images1.0\image10536.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8535_30
Seal of Xie Zhiliu (1910-1997): Yuyin,Fang Jiekan (1903-1987),China,,Bamboo,H x W x D (overall): 5.5 x 2.3 x 3.4 cm (2 3/16 x 7/8 x 1 5/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10537.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6041_06
Textile,,China,19th century,Silk,H x W: 16 x 0.5 cm (6 5/16 x 3/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10538.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7868_25
Seal of Xie Zhiliu (1910-1997): Zhuangmutang,Fang Jiekan (1903-1987),China,,Bamboo,H x W x D (overall): 3.4 x 2.6 x 6.2 cm (1 5/16 x 1 x 2 7/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10539.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6042_04
Woven cloth silk. In three breadths,,China,19th century,Silk,H x W: 196.5 x 144.2 cm (77 3/8 x 56 3/4 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10540.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8543_18
